inputs,target
"Yes, I have two older brothers. We used to fight a lot when we were younger. @ That's good to hear. It's always good to have a healthy relationship with your family.","I have an older brother as well. We fought a lot as kids, but now that we're adults we don't fight as much."
"Vegetarianism is a great way to reduce the risk of some types of chronic disease. @ Vegetarians don't eat meat, but do eat eggs and dairy products.",I agree. I don't think I could ever be a vegetarian. I love meat too much.
I agree. I don't think I could ever be a vegetarian. I love meat too much. @ I'm not sure if I could do that. I like my eggs and cheese too much!,"Vegetarians don't eat meat, but do eat eggs and dairy products."
"Vegetarians don't eat meat, but do eat eggs and dairy products. @ That's understandable. Vegetarianism is the practice of abstaining from the consumption of meat.",I'm not sure if I could do that. I like my eggs and cheese too much!
I'm not sure if I could do that. I like my eggs and cheese too much! @ I don't think I could be a vegetarian. I love meat too much to give it up completely.,That's understandable. Vegetarianism is the practice of abstaining from the consumption of meat.
That's understandable. Vegetarianism is the practice of abstaining from the consumption of meat. @ There are different categories of vegetarians. You could be an ovo-lacto vegetarian who eats eggs but not dairy products.,I don't think I could be a vegetarian. I love meat too much to give it up completely.
I don't think I could be a vegetarian. I love meat too much to give it up completely. @ I'm not sure I could do that. I like eggs too much. I guess I could try vegetarianism though.,There are different categories of vegetarians. You could be an ovo-lacto vegetarian who eats eggs but not dairy products.
There are different categories of vegetarians. You could be an ovo-lacto vegetarian who eats eggs but not dairy products. @ Vegetarianism is the practice of abstaining from the consumption of meat.,I'm not sure I could do that. I like eggs too much. I guess I could try vegetarianism though.
Board games are a lot of fun. What is your favorite board game to play with your family? @ I like monopoly as well. It is one of the most popular board games in the world.,My favorite is Monopoly. We play it all the time. Do you have a favorite?
"Well, I saw a lot of things, but most of the time it was just people being really rude and obnoxious. @ No, I didn't want to make a scene out of it, but I should have.",That's unfortunate. I'm sorry you had to see that. Did you report it to the manager?
"I've never seen the show, but I've heard a lot about it. Is it good? @ That sounds interesting, I'll have to check it out. Do you have any other hobbies?","Yes, it is very good. It is set in a fictional city called New York City."
"That sounds interesting, I'll have to check it out. Do you have any other hobbies? @ I don't have much spare time, but I do like to read. I like fantasy novels.",I like to play video games. What about you? What do you like to do in your spare time?
I bet it does. What do you do in your free time? I read a lot. @ I'm a big fan of science fiction and fantasy. Do you have a favorite genre?,I like to read as well. I also like to play video games. What kind of books do you like?
"I like to read as well. I also like to play video games. What kind of books do you like? @ I like sci-fi and fantasy as well, but my favorite is fantasy. What about you?",I'm a big fan of science fiction and fantasy. Do you have a favorite genre?
"I'm a big fan of science fiction and fantasy. Do you have a favorite genre? @ Science fiction is my favorite, but I also really like fantasy. I like how it explores the potential consequences of scientific and technological advancements.","I like sci-fi and fantasy as well, but my favorite is fantasy. What about you?"
"I like sci-fi and fantasy as well, but my favorite is fantasy. What about you? @ Yes, I agree. I also like that it is set in a fictional universe.","Science fiction is my favorite, but I also really like fantasy. I like how it explores the potential consequences of scientific and technological advancements."
"Science fiction is my favorite, but I also really like fantasy. I like how it explores the potential consequences of scientific and technological advancements. @ Yeah, it's really interesting to see how science fiction can be applied to so many different genres.","Yes, I agree. I also like that it is set in a fictional universe."
"That's not too bad. I'm a blogger, so I make a lot of money. @ It's a blog that reviews books I've read. It's pretty fun. What do you do?",That's cool. What kind of blog do you blog about? Do you have a website?
I know what you mean. I always feel like I've been here before. What do you like to do in your spare time? @ I love going to the beach. It's my favorite place to be. What kind of video games do you play?,I like to hang out with friends and play video games. What about you? Do you have any hobbies?
"Yes, I am a redhead. I have a lot of freckles too. @ I do too, but I have to wear sunscreen all the time because I burn easily.",Freckles are so pretty. I wish I had more of them on my face.
